################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1          1   4.1888389350100683E-02   2.9885837327960968E-01   1.3848247561758814E-01   2.7376804163828410E-02
         1          2   0.0000000000000000E+00   8.7275841619326486E-02   9.1926050836317727E-04   3.8227588040111861E-03
         1          3   0.0000000000000000E+00   8.3171822568877174E-02   9.5690525390675735E-04   4.2004970950337648E-03
         1          4   1.4218929169936714E-01   3.5787997996534299E-01   2.6084897271967306E-01   2.4178274528414416E-02
         1          5   1.2196791926070927E-01   7.8207565655140698E-01   4.0443310526109627E-01   8.0098348066820688E-02
         1          6   0.0000000000000000E+00   2.7646160757257104E-01   4.9685234067251179E-03   1.7283741180467493E-02
         1          7   0.0000000000000000E+00   2.6018055257590167E-01   4.8945738288129160E-03   1.7481766777769372E-02
         1          8   2.6922501925167319E-01   6.1024104163464532E-01   4.5036446122466045E-01   5.4360085383940854E-02
         1          9   2.2933986237189397E-01   1.4520331659760792E+00   8.1602994420852881E-01   1.7015842959320168E-01
         1         10   0.0000000000000000E+00   5.7021447153195892E-01   1.8339250559991999E-02   5.2287150530306553E-02
         1         11   0.0000000000000000E+00   5.4966582790168583E-01   1.7628635115659076E-02   5.0944211542448013E-02
         1         12   2.8458655378948355E-01   8.3662542544997487E-01   5.6215646671255648E-01   8.8347637711509969E-02
         1         13   2.2897519556299797E-01   2.0460516922379637E+00   1.1990697917335058E+00   2.6645616178215220E-01
         1         14   0.0000000000000000E+00   8.1183153347412551E-01   4.7506920083462537E-02   1.0968242437121242E-01
         1         15   0.0000000000000000E+00   7.9834869699423927E-01   4.5551640724197033E-02   1.0626060050804081E-01
         1         16   1.6238959583213775E-01   1.0371281052867003E+00   6.0712053194135684E-01   1.2437919267624176E-01
         1         17   1.6625363209050206E-01   2.3438751341963200E+00   1.3682814897173052E+00   3.2988415451857389E-01
         1         18   0.0000000000000000E+00   8.9894710605018657E-01   8.8442958943662470E-02   1.6719287266214738E-01
         1         19   0.0000000000000000E+00   8.9695244525422479E-01   8.5413270300627661E-02   1.6305158708627440E-01
         1         20   8.3504324263311808E-02   1.1631501711831678E+00   6.5140323325522720E-01   1.6183127674704295E-01
         1         21   1.6676607348212139E-01   2.1472345049124262E+00   1.2786236980095362E+00   3.3200476483328911E-01
         1         22   0.0000000000000000E+00   7.9574074515331439E-01   1.2023985833816604E-01   1.9289361688418302E-01
         1         23   0.0000000000000000E+00   7.7373810852666103E-01   1.1699451252872524E-01   1.8907479723828655E-01
         1         24   7.0764415336438236E-02   1.1180755904373378E+00   6.4237729671130717E-01   1.6980289057929202E-01
         1         25   9.9069848855249651E-02   1.6406118771850877E+00   9.8776495663437169E-01   2.7025199714092712E-01
         1         26   0.0000000000000000E+00   5.6967660219986782E-01   1.2037389798050471E-01   1.7120185097700552E-01
         1         27   0.0000000000000000E+00   5.7220073265149807E-01   1.1771249457545156E-01   1.6819494855253705E-01
         1         28   5.5942074169814539E-02   8.8600716158951676E-01   5.0976196370121429E-01   1.4027575017042077E-01
         1         29   5.4242563732711954E-02   1.0224913378337128E+00   6.1260798229198976E-01   1.7550456163460965E-01
         1         30   0.0000000000000000E+00   3.4304026361462669E-01   8.9031300863036913E-02   1.1631285154154070E-01
         1         31   0.0000000000000000E+00   3.4081881386445273E-01   8.7418711131997492E-02   1.1463169817805668E-01
         1         32   3.0550352860517237E-02   5.3229988733304179E-01   3.1125000950944143E-01   9.0574552036592190E-02
