################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.1851645284142252E-02 a         1     0     1     1     1
 -6.4879308320875354E-03 a         2     0     1     1     2
 -8.0923349973899869E-02 a         3     0     1     1     3
 -2.8044057871224954E-02 a         4     0     1     1     4
  1.6163186438787547E-01 a         5     0     1     1     5
 -1.5199542097875229E-01 a         6     0     1     1     6
  3.2679383777463572E-01 a         7     0     1     1     7
  7.8667194818380914E-02 a         8     0     1     1     8
  7.5475209792155495E-02 a         9     0     1     1     9
 -1.1977088569878799E-01 a        10     0     1     1    10
 -4.4607644588275507E-02 a        11     0     1     1    11
 -5.7165956073480115E-02 a        12     0     1     1    12
  2.3563308200994906E-01 a        13     0     1     1    13
  1.0801138084968467E-01 a        14     0     1     1    14
  3.6643413558075660E-01 a        15     0     1     1    15
 -1.1528668902099411E-01 a        16     0     1     1    16
 -2.6491466342390396E-03 a        17     0     1     1    17
 -3.7419788261582689E-02 a        18     0     1     1    18
 -3.7523144949347602E-02 a        19     0     1     1    19
 -5.9608953300580608E-02 a        20     0     1     1    20
 -7.2074463745399886E-01 a        21     0     2     1     1
  9.8728944896472093E-01 a        22     0     2     1     2
 -6.3777541635924551E-01 a        23     0     2     1     3
 -5.3067325484970418E-01 a        24     0     2     1     4
  1.0377444317395310E+00 a        25     0     2     1     5
 -7.4327528282905930E-01 a        26     0     2     1     6
  7.9052101349633988E-02 a        27     0     2     1     7
 -3.4475197892446130E-01 a        28     0     2     1     8
  3.8085459832606167E-01 a        29     0     2     1     9
 -8.9857963641608349E-02 a        30     0     2     1    10
 -5.9942873985364176E-01 a        31     0     2     1    11
 -1.2515721613710867E-02 a        32     0     2     1    12
 -4.5579821439940349E-01 a        33     0     2     1    13
 -4.1116548487964111E-01 a        34     0     2     1    14
  4.3154444310546636E-01 a        35     0     2     1    15
  4.7295736800271729E-02 a        36     0     2     1    16
  4.1440085802966115E-01 a        37     0     2     1    17
  4.9790990973788968E-01 a        38     0     2     1    18
  3.9120425519520796E-01 a        39     0     2     1    19
  8.1109659426982228E-01 a        40     0     2     1    20
  4.5888369776025298E-02 a        41     0     3     1     1
 -1.0099934664046122E-01 a        42     0     3     1     2
 -1.2171999877592334E-01 a        43     0     3     1     3
  1.9956891712668998E-01 a        44     0     3     1     4
  1.8293549665360639E-01 a        45     0     3     1     5
  6.0866924858491824E-03 a        46     0     3     1     6
 -4.4166023593161683E-03 a        47     0     3     1     7
  4.2823699041864151E-02 a        48     0     3     1     8
 -7.4975687340445490E-02 a        49     0     3     1     9
 -1.8910797606821617E-01 a        50     0     3     1    10
  1.7295357240631812E-01 a        51     0     3     1    11
  5.5172644986958654E-02 a        52     0     3     1    12
  3.7428793330172333E-01 a        53     0     3     1    13
  8.5855847174540145E-02 a        54     0     3     1    14
  1.9249335619300040E-01 a        55     0     3     1    15
  7.9711418322802957E-02 a        56     0     3     1    16
  1.1369639982451249E-01 a        57     0     3     1    17
  1.0848794828691623E-01 a        58     0     3     1    18
  9.3563316631858889E-03 a        59     0     3     1    19
 -1.7289441807156705E-01 a        60     0     3     1    20
  3.5309667063680487E-02 a        61     0     4     1     1
  6.0149130693496644E-02 a        62     0     4     1     2
  9.1889338585507921E-02 a        63     0     4     1     3
 -1.9844620041483535E-01 a        64     0     4     1     4
  4.8885326459017865E-02 a        65     0     4     1     5
  2.1861958426756251E-01 a        66     0     4     1     6
 -2.1993737350172726E-01 a        67     0     4     1     7
 -7.0920781252284154E-02 a        68     0     4     1     8
  1.4579494363870030E-01 a        69     0     4     1     9
