################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.3663731554673359E-01 a         1     0     1     1     1
  1.1857992170430218E-01 a         2     0     1     1     2
  2.8455434389121664E-02 a         3     0     1     1     3
  5.6582319629536559E-01 a         4     0     1     1     4
 -1.5833723017508042E-01 a         5     0     1     1     5
  4.7891293763210402E-01 a         6     0     1     1     6
 -9.9383105054465973E-02 a         7     0     1     1     7
  8.0703016258545229E-03 a         8     0     1     1     8
  1.5218298248576295E-01 a         9     0     1     1     9
  1.8150125476627965E-01 a        10     0     1     1    10
 -3.4507291172296978E-01 a        11     0     1     1    11
 -6.5150130938296447E-01 a        12     0     1     1    12
 -8.0257798915220183E-02 a        13     0     1     1    13
  4.1602577379821953E-01 a        14     0     1     1    14
 -1.8111984562260033E-01 a        15     0     1     1    15
 -2.3951991156560288E-02 a        16     0     1     1    16
 -5.2284961608801618E-02 a        17     0     1     1    17
 -2.6575579550075505E+00 a        18     0     1     1    18
 -6.9180292935582177E-01 a        19     0     1     1    19
 -4.7028210581017575E-02 a        20     0     1     1    20
 -2.3479921823024941E-01 a        21     0     2     1     1
  1.8585687067018575E-01 a        22     0     2     1     2
 -1.1215236794991856E-01 a        23     0     2     1     3
  1.0269487812695056E-01 a        24     0     2     1     4
  1.4088606799144358E-02 a        25     0     2     1     5
  1.1060358731152323E-01 a        26     0     2     1     6
 -1.9883563970333856E-01 a        27     0     2     1     7
  9.8526756107576594E-02 a        28     0     2     1     8
 -1.1872089867470502E-01 a        29     0     2     1     9
  1.0421420391685440E-01 a        30     0     2     1    10
 -3.4903292238718790E-02 a        31     0     2     1    11
  1.4171239249354625E-01 a        32     0     2     1    12
  1.3922451752121912E-01 a        33     0     2     1    13
 -1.1450232218675348E-01 a        34     0     2     1    14
  2.3005181234804065E-01 a        35     0     2     1    15
  8.3417033233832760E-02 a        36     0     2     1    16
  7.7149999264122568E-02 a        37     0     2     1    17
  5.5560714258025327E-02 a        38     0     2     1    18
 -5.0567293392073560E-02 a        39     0     2     1    19
 -2.0989917813470211E-03 a        40     0     2     1    20
  2.3910366119830023E-02 a        41     0     3     1     1
 -2.4452624166642933E-01 a        42     0     3     1     2
 -8.4245008646411920E-02 a        43     0     3     1     3
  7.8935783997810798E-03 a        44     0     3     1     4
  6.1051341045702277E-02 a        45     0     3     1     5
 -9.8184580997750137E-04 a        46     0     3     1     6
 -1.5152821698179328E-01 a        47     0     3     1     7
 -4.9606996958071761E-02 a        48     0     3     1     8
 -1.0368254618188111E-01 a        49     0     3     1     9
 -1.6144152223529590E-01 a        50     0     3     1    10
 -1.0057885961360367E-01 a        51     0     3     1    11
 -1.1091110212288301E-01 a        52     0     3     1    12
  5.5160784518496410E-02 a        53     0     3     1    13
  1.3408714503566238E-02 a        54     0     3     1    14
  9.0622424093389317E-02 a        55     0     3     1    15
  1.4203394720431617E-01 a        56     0     3     1    16
  2.8791509621847008E-02 a        57     0     3     1    17
 -2.6036382872922106E-03 a        58     0     3     1    18
 -6.4155997036444597E-03 a        59     0     3     1    19
  1.6188037420977958E-01 a        60     0     3     1    20
 -4.0722839992722143E-01 a        61     0     4     1     1
  2.8661162060597739E-02 a        62     0     4     1     2
  1.0049324705737881E+00 a        63     0     4     1     3
  2.5812402636586229E-01 a        64     0     4     1     4
  4.1374443883830253E-01 a        65     0     4     1     5
  6.9932364368528455E-01 a        66     0     4     1     6
  1.0894607492576662E-01 a        67     0     4     1     7
  4.4141197544198552E-01 a        68     0     4     1     8
 -2.0894086652713861E-01 a        69     0     4     1     9
  8.0493266923299445E-01 a        70     0     4     1    10
  4.5056767864943764E-01 a        71     0     4     1    11
  1.1515635156539803E+00 a        72     0     4     1    12
 -4.5094423008832603E-02 a        73     0     4     1    13
  4.5826033357926413E-02 a        74     0     4     1    14
  2.0045140513634947E+00 a        75     0     4     1    15
  1.3089863552385922E-01 a        76     0     4     1    16
  3.6317009562732994E-01 a        77     0     4     1    17
 -4.1304239333495751E-02 a        78     0     4     1    18
 -7.1579805928089768E-01 a        79     0     4     1    19
 -1.2407693783832479E+00 a        80     0     4     1    20
  5.1192929299743262E-01 a        81     0     5     1     1
 -5.1461504783119050E-01 a        82     0     5     1     2
 -7.4195723442482459E-02 a        83     0     5     1     3
  1.2924112766486018E+00 a        84     0     5     1     4
  4.5455603265278949E-01 a        85     0     5     1     5
 -9.4207027347554817E-01 a        86     0     5     1     6
 -5.1833119567061714E-02 a        87     0     5     1     7
