################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.3788052168884252E-01 a         1     0     1     1     1
 -8.7629866175173654E-01 a         2     0     1     1     2
  1.2974942760417871E-01 a         3     0     1     1     3
  1.2503555348894002E+00 a         4     0     1     1     4
 -6.9870140696807115E-01 a         5     0     1     1     5
  2.0844234004071035E-02 a         6     0     1     1     6
  1.8481938341021675E-01 a         7     0     1     1     7
 -7.4107784657611497E-01 a         8     0     1     1     8
 -1.3333968878453034E-01 a         9     0     1     1     9
 -4.7960802387792822E-01 a        10     0     1     1    10
 -4.2843806589141592E-01 a        11     0     1     1    11
  1.1642873643972829E+00 a        12     0     1     1    12
  2.2552985646745211E-01 a        13     0     1     1    13
  1.4980466833086395E-01 a        14     0     1     1    14
  5.5316954075581337E-01 a        15     0     1     1    15
 -9.5323306338520997E-01 a        16     0     1     1    16
  8.7257138612662999E-01 a        17     0     1     1    17
 -1.6097244755560355E-01 a        18     0     1     1    18
 -5.7122047711162294E-01 a        19     0     1     1    19
  2.3552021125277173E-01 a        20     0     1     1    20
 -1.1611097069047673E-01 a        21     0     2     1     1
  2.3272025722434905E-01 a        22     0     2     1     2
 -9.0998923253437974E-02 a        23     0     2     1     3
 -1.1496853568550191E-02 a        24     0     2     1     4
  8.8416114057575712E-02 a        25     0     2     1     5
  4.5451578957724219E-02 a        26     0     2     1     6
 -9.6819758356333385E-02 a        27     0     2     1     7
  4.1822475390174058E-02 a        28     0     2     1     8
  1.9829143110598854E-01 a        29     0     2     1     9
  5.8476060705801899E-02 a        30     0     2     1    10
  2.5499040250010935E-01 a        31     0     2     1    11
  8.9356978749133911E-02 a        32     0     2     1    12
  1.6354047274975461E-01 a        33     0     2     1    13
  1.2687449108218907E-01 a        34     0     2     1    14
 -7.8179036764351131E-02 a        35     0     2     1    15
 -1.0557238581885268E-01 a        36     0     2     1    16
  7.4851994309484277E-02 a        37     0     2     1    17
  5.0634571426805927E-02 a        38     0     2     1    18
 -5.3264927713949153E-02 a        39     0     2     1    19
  7.4644333440617897E-02 a        40     0     2     1    20
 -2.5348786248735772E-01 a        41     0     3     1     1
  2.4558686811999644E-02 a        42     0     3     1     2
  5.4323079451680169E-02 a        43     0     3     1     3
 -6.4144529456472962E-02 a        44     0     3     1     4
 -2.8855349295580965E-02 a        45     0     3     1     5
  2.2890037862765805E-02 a        46     0     3     1     6
 -8.3472816883160522E-02 a        47     0     3     1     7
  1.8369468226282995E-01 a        48     0     3     1     8
 -2.1105602907114143E-01 a        49     0     3     1     9
 -9.7928898551350799E-02 a        50     0     3     1    10
 -1.0396321438806262E-01 a        51     0     3     1    11
  1.2787350662053085E-01 a        52     0     3     1    12
  6.6869629198478914E-02 a        53     0     3     1    13
 -2.2577946234344079E-01 a        54     0     3     1    14
  1.0094946272327344E-01 a        55     0     3     1    15
  1.0179984030611035E-01 a        56     0     3     1    16
  1.3525441301478275E-01 a        57     0     3     1    17
 -1.2548217845203077E-01 a        58     0     3     1    18
 -7.6036861424109592E-02 a        59     0     3     1    19
  5.2075643394588395E-02 a        60     0     3     1    20
 -1.4388665663504427E-01 a        61     0     4     1     1
  1.2748149669466052E-01 a        62     0     4     1     2
 -2.0764409792735256E-01 a        63     0     4     1     3
 -4.2785294129743628E-01 a        64     0     4     1     4
  3.5244430274717115E-01 a        65     0     4     1     5
 -5.2985966513230683E-02 a        66     0     4     1     6
  1.1838130721963406E-02 a        67     0     4     1     7
 -4.0512431753912359E-01 a        68     0     4     1     8
 -2.7560700741975591E-01 a        69     0     4     1     9
  6.6252197042950572E-02 a        70     0     4     1    10
 -9.7266451611593474E-02 a        71     0     4     1    11
  3.4865439043053564E-01 a        72     0     4     1    12
  3.1797738950509252E-01 a        73     0     4     1    13
 -1.6783712077926685E-01 a        74     0     4     1    14
 -4.0420777360294986E-02 a        75     0     4     1    15
 -2.7688563601325872E-01 a        76     0     4     1    16
 -1.7847779392571589E-01 a        77     0     4     1    17
  7.0288834490693342E-02 a        78     0     4     1    18
 -4.8215057305900109E-02 a        79     0     4     1    19
 -7.7825252652273857E-02 a        80     0     4     1    20
  3.8295727985684667E-02 a        81     0     5     1     1
  1.0189060300069965E+00 a        82     0     5     1     2
 -1.4552256313766015E-01 a        83     0     5     1     3
 -2.2346993640311283E+00 a        84     0     5     1     4
 -2.4319430041137891E-01 a        85     0     5     1     5
 -4.0264401466784316E-01 a        86     0     5     1     6
  9.2858881685721495E-01 a        87     0     5     1     7
 -5.1848245015222993E-01 a        88     0     5     1     8
 -1.8025689943467937E-01 a        89     0     5     1     9
  2.2852057242117638E-01 a        90     0     5     1    10
