################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  7.3903640444412680E-02 a         1     0     1     1     1
 -5.6496261468426652E-03 a         2     0     1     1     2
 -1.7784461366621834E-01 a         3     0     1     1     3
  2.0627300850601488E-01 a         4     0     1     1     4
 -1.1043005869189168E-01 a         5     0     1     1     5
  9.2035176854116177E-02 a         6     0     1     1     6
  1.8980258055552288E-01 a         7     0     1     1     7
  1.8347011684027753E-01 a         8     0     1     1     8
 -9.2136299833915289E-02 a         9     0     1     1     9
  3.4308102116554565E-02 a        10     0     1     1    10
 -2.1096865098953368E-01 a        11     0     1     1    11
  9.1611425322590104E-02 a        12     0     1     1    12
 -1.2875109097448209E-01 a        13     0     1     1    13
  1.7997017656952391E-01 a        14     0     1     1    14
 -1.2314329910116877E-01 a        15     0     1     1    15
 -1.1158099385110154E-01 a        16     0     1     1    16
 -1.3651045576361923E-01 a        17     0     1     1    17
 -1.3529376275936214E-01 a        18     0     1     1    18
 -6.8019405873066041E-02 a        19     0     1     1    19
  3.8452536338911665E-02 a        20     0     1     1    20
  8.8398858437449490E-02 a        21     0     2     1     1
  1.7534021258548074E-01 a        22     0     2     1     2
  3.8986498498215566E-01 a        23     0     2     1     3
  1.2416290891514180E-01 a        24     0     2     1     4
  3.7706315288762665E-01 a        25     0     2     1     5
 -1.7072970379368924E-01 a        26     0     2     1     6
 -7.8097725513465277E-02 a        27     0     2     1     7
  8.1474181122619582E-01 a        28     0     2     1     8
 -5.0594124140781505E-01 a        29     0     2     1     9
  1.1755821383741662E-01 a        30     0     2     1    10
 -2.0848084810590303E-01 a        31     0     2     1    11
  1.2267425348344858E+00 a        32     0     2     1    12
  5.6610378341116485E-01 a        33     0     2     1    13
  4.8744699681263892E-01 a        34     0     2     1    14
 -9.4371912654832621E-02 a        35     0     2     1    15
 -4.9107383700406571E-01 a        36     0     2     1    16
 -1.4346326480284091E+00 a        37     0     2     1    17
 -1.6496448250327797E-01 a        38     0     2     1    18
  6.8883957089898717E-01 a        39     0     2     1    19
  4.5371974064073839E-01 a        40     0     2     1    20
  3.1026770590220128E-02 a        41     0     3     1     1
  8.2191207321999221E-02 a        42     0     3     1     2
